DATE,num_of_arrival_and_departure_delays
2017-06-04,8112
2017-06-05,9405
2017-06-06,8116
2017-06-07,7294
2017-06-08,6754
2017-06-09,7335
2017-06-10,2950
2017-06-11,5823
2017-06-12,6472
2017-06-13,7701
2017-06-14,8842
2017-06-15,10723
2017-06-16,9531
2017-06-17,5830
2017-06-18,7795
2017-06-19,11763
2017-06-20,9142
2017-06-21,7326
2017-06-22,7225
2017-06-23,9091
2017-06-24,7419
2017-06-25,5383
2017-06-26,4835
2017-06-27,6720
2017-06-28,6452
2017-06-29,6837
2017-06-30,9021
2017-07-01,7796
2017-07-02,3924
2017-07-03,2803
2017-07-04,2443
2017-07-05,5980
2017-07-06,4935
2017-07-07,8027
2017-07-08,5031
2017-07-09,5121
2017-07-10,10716
2017-07-11,8082
2017-07-12,9686
2017-07-13,9575
2017-07-14,9561
2017-07-15,6565
2017-07-16,5396
2017-07-17,8797
2017-07-18,6951
2017-07-19,7084
2017-07-20,9712
2017-07-21,8744
2017-07-22,6927
2017-07-23,9408
2017-07-24,11102
2017-07-25,7333
2017-07-26,5921
2017-07-27,6848
2017-07-28,9395
2017-07-29,4746
2017-07-30,5704
2017-07-31,4980
2017-08-01,5517
2017-08-02,7710
2017-08-03,12250
2017-08-04,12239
2017-08-05,7134
2017-08-06,8167
2017-08-07,10627
2017-08-08,6204
2017-08-09,5333
2017-08-10,8432
2017-08-11,8918
2017-08-12,6073
2017-08-13,5786
2017-08-14,7312
2017-08-15,6793
2017-08-16,6047
2017-08-17,7577
2017-08-18,9074
2017-08-19,4059
2017-08-20,5766
2017-08-21,7743
2017-08-22,6453
2017-08-23,5693
2017-08-24,5932
2017-08-25,5117
2017-08-26,2852
2017-08-27,4326
2017-08-28,5014
2017-08-29,3826
2017-08-30,3692
2017-08-31,5256
2017-09-01,5674
2017-09-02,2136
2017-09-03,1651
2017-09-04,4189
2017-09-05,5945
2017-09-06,4943
2017-09-07,6286
2017-09-08,7144
2017-09-09,1833
2017-09-10,2018
2017-09-11,3287
2017-09-12,2512
2017-09-13,4803
2017-09-14,6311
2017-09-15,3734
2017-09-16,1943
2017-09-17,4860
2017-09-18,5653
2017-09-19,4584
2017-09-20,4719
2017-09-21,5029
2017-09-22,4662
2017-09-23,1668
2017-09-24,4386
2017-09-25,3415
2017-09-26,2317
2017-09-27,2503
2017-09-28,3518
2017-09-29,3896
2017-09-30,1977
2017-10-01,3328
2017-10-02,3693
2017-10-03,3874
2017-10-04,3295
2017-10-05,4128
2017-10-06,5531
2017-10-07,2343
2017-10-08,5327
2017-10-09,8412
2017-10-10,3833
2017-10-11,4623
2017-10-12,5483
2017-10-13,5028
2017-10-14,4630
2017-10-15,4868
2017-10-16,3966
2017-10-17,3205
2017-10-18,3457
2017-10-19,4659
2017-10-20,5236
2017-10-21,2062
2017-10-22,5426
2017-10-23,6612
2017-10-24,5545
2017-10-25,3591
2017-10-26,5024
2017-10-27,4964
2017-10-28,2638
2017-10-29,5603
2017-10-30,4962
2017-10-31,2080
2017-11-01,3099
2017-11-02,3091
2017-11-03,5559
2017-11-04,2761
2017-11-05,7057
2017-11-06,4646
2017-11-07,3566
2017-11-08,3741
2017-11-09,4465
2017-11-10,5254
2017-11-11,1776
2017-11-12,2852
2017-11-13,4497
2017-11-14,2168
2017-11-15,2773
2017-11-16,5426
2017-11-17,5021
2017-11-18,3783
2017-11-19,3781
2017-11-20,3067
2017-11-21,3220
2017-11-22,3050
2017-11-23,1122
2017-11-24,1064
2017-11-25,2230
2017-11-26,5656
2017-11-27,3698
2017-11-28,2149
2017-11-29,1899
2017-11-30,2072
2017-12-01,2481
2017-12-02,1149
2017-12-03,2338
2017-12-04,3334
2017-12-05,3588
2017-12-06,2388
2017-12-07,4604
2017-12-08,6157
2017-12-09,6232
2017-12-10,3499
2017-12-11,4235
2017-12-12,3662
2017-12-13,4632
2017-12-14,5517
2017-12-15,8011
2017-12-16,3461
2017-12-17,3420
2017-12-18,5298
2017-12-19,6503
2017-12-20,7039
2017-12-21,6442
2017-12-22,6784
2017-12-23,8118
2017-12-24,5697
2017-12-25,5654
2017-12-26,9442
2017-12-27,9051
2017-12-28,8034
2017-12-29,8171
2017-12-30,9586
2017-12-31,6258
