DATE,num_of_arrival_and_departure_delays
2015-10-29,4133
2015-10-30,4232
2015-10-31,3655
2015-11-01,4828
2015-11-02,6549
2015-11-03,2992
2015-11-04,4248
2015-11-05,6523
2015-11-06,5687
2015-11-07,2377
2015-11-08,3554
2015-11-09,4077
2015-11-10,4034
2015-11-11,4888
2015-11-12,5200
2015-11-13,4084
2015-11-14,1862
2015-11-15,4136
2015-11-16,5306
2015-11-17,7118
2015-11-18,8106
2015-11-19,6387
2015-11-20,5881
2015-11-21,5405
2015-11-22,5862
2015-11-23,3084
2015-11-24,3702
2015-11-25,2493
2015-11-26,1844
2015-11-27,2997
2015-11-28,5018
2015-11-29,5839
2015-11-30,5804
2015-12-01,5453
2015-12-02,6304
2015-12-03,4826
2015-12-04,2820
2015-12-05,1978
2015-12-06,3450
2015-12-07,4275
2015-12-08,2222
2015-12-09,2588
2015-12-10,4042
2015-12-11,3870
2015-12-12,2768
2015-12-13,4869
2015-12-14,6302
2015-12-15,4455
2015-12-16,5168
2015-12-17,7732
2015-12-18,7886
2015-12-19,5474
2015-12-20,5858
2015-12-21,7154
2015-12-22,9605
2015-12-23,11852
2015-12-24,6719
2015-12-25,4247
2015-12-26,8584
2015-12-27,12102
2015-12-28,10284
2015-12-29,12852
2015-12-30,14067
2015-12-31,4342
