DATE,num_of_arrival_delays
2002-05-20,1819
2002-05-21,1156
2002-05-22,1204
2002-05-23,1842
2002-05-24,1915
2002-05-25,1051
2002-05-26,800
2002-05-27,2550
2002-05-28,2673
2002-05-29,1903
2002-05-30,2602
2002-05-31,2743
2002-06-01,1562
2002-06-02,1947
2002-06-03,2736
2002-06-04,3513
2002-06-05,3443
2002-06-06,3309
2002-06-07,2383
2002-06-08,1058
2002-06-09,2194
2002-06-10,2493
2002-06-11,2683
2002-06-12,2159
2002-06-13,3378
2002-06-14,4329
2002-06-15,2079
2002-06-16,2081
2002-06-17,2568
2002-06-18,1809
2002-06-19,3041
2002-06-20,2633
2002-06-21,4041
2002-06-22,1885
2002-06-23,2813
2002-06-24,3435
2002-06-25,4272
2002-06-26,5504
2002-06-27,5006
2002-06-28,3918
2002-06-29,2230
2002-06-30,2573
2002-07-01,2503
2002-07-02,3588
2002-07-03,4083
2002-07-04,955
2002-07-05,830
2002-07-06,1480
2002-07-07,2452
2002-07-08,3205
2002-07-09,3649
2002-07-10,4416
2002-07-11,2842
2002-07-12,3286
2002-07-13,2056
2002-07-14,2792
2002-07-15,2857
2002-07-16,1782
2002-07-17,2257
2002-07-18,3699
2002-07-19,3734
2002-07-20,2029
2002-07-21,2882
2002-07-22,3588
2002-07-23,2881
2002-07-24,2783
2002-07-25,2656
2002-07-26,4552
2002-07-27,2270
2002-07-28,3992
2002-07-29,3552
2002-07-30,1936
2002-07-31,1719
2002-08-01,2331
2002-08-02,3234
2002-08-03,2517
2002-08-04,2409
2002-08-05,3056
2002-08-06,1528
2002-08-07,1516
2002-08-08,1573
2002-08-09,1519
2002-08-10,2397
2002-08-11,1935
2002-08-12,2762
2002-08-13,3538
2002-08-14,2947
2002-08-15,3667
2002-08-16,4698
2002-08-17,1811
2002-08-18,2795
2002-08-19,4269
2002-08-20,1675
2002-08-21,1741
2002-08-22,3065
2002-08-23,3402
2002-08-24,1815
2002-08-25,1595
2002-08-26,1966
2002-08-27,1791
2002-08-28,1632
2002-08-29,2746
2002-08-30,2238
2002-08-31,732
2002-09-01,898
2002-09-02,2463
2002-09-03,1450
2002-09-04,907
2002-09-05,1162
2002-09-06,1493
2002-09-07,864
2002-09-08,1578
2002-09-09,974
2002-09-10,1379
2002-09-11,922
2002-09-12,1127
2002-09-13,1746
2002-09-14,1234
2002-09-15,2208
2002-09-16,1143
2002-09-17,1442
2002-09-18,1618
2002-09-19,4812
2002-09-20,2953
2002-09-21,869
2002-09-22,1428
2002-09-23,1179
2002-09-24,1417
2002-09-25,1756
2002-09-26,2236
2002-09-27,3053
2002-09-28,769
2002-09-29,1547
2002-09-30,982
2002-10-01,1091
2002-10-02,1754
2002-10-03,1550
2002-10-04,3621
2002-10-05,980
2002-10-06,2079
2002-10-07,1523
2002-10-08,1669
2002-10-09,1681
2002-10-10,2471
2002-10-11,3867
2002-10-12,1041
2002-10-13,1799
2002-10-14,1557
2002-10-15,2330
2002-10-16,2237
2002-10-17,1857
2002-10-18,3334
2002-10-19,1336
2002-10-20,1741
2002-10-21,2224
2002-10-22,1907
2002-10-23,2609
2002-10-24,3354
2002-10-25,3289
2002-10-26,1806
2002-10-27,2329
2002-10-28,2939
2002-10-29,2346
2002-10-30,1818
2002-10-31,1490
2002-11-01,2096
2002-11-02,1107
2002-11-03,2329
2002-11-04,1819
2002-11-05,2739
2002-11-06,1839
2002-11-07,1947
2002-11-08,3209
2002-11-09,1409
2002-11-10,3499
2002-11-11,2878
2002-11-12,1973
2002-11-13,1152
2002-11-14,1236
2002-11-15,1761
2002-11-16,1889
2002-11-17,2459
2002-11-18,1412
2002-11-19,954
2002-11-20,1322
2002-11-21,2551
2002-11-22,2483
2002-11-23,1087
2002-11-24,1362
2002-11-25,1119
2002-11-26,3551
2002-11-27,2606
2002-11-28,640
2002-11-29,701
2002-11-30,2124
2002-12-01,2261
2002-12-02,4069
2002-12-03,4500
2002-12-04,3192
2002-12-05,3708
2002-12-06,2996
2002-12-07,899
2002-12-08,1415
2002-12-09,1463
2002-12-10,1808
2002-12-11,2818
2002-12-12,2485
2002-12-13,3385
2002-12-14,1643
2002-12-15,1291
2002-12-16,2001
2002-12-17,2059
2002-12-18,3720
2002-12-19,4189
2002-12-20,5327
2002-12-21,2244
2002-12-22,1973
2002-12-23,3874
2002-12-24,2072
2002-12-25,2456
2002-12-26,3844
2002-12-27,2590
2002-12-28,2072
2002-12-29,1845
2002-12-30,4275
2002-12-31,1727
