DATE,num_of_arrival_and_departure_delays
2014-12-08,5086
2014-12-09,5944
2014-12-10,6396
2014-12-11,7540
2014-12-12,7180
2014-12-13,2773
2014-12-14,4869
2014-12-15,5520
2014-12-16,5713
2014-12-17,6521
2014-12-18,8074
2014-12-19,10035
2014-12-20,7655
2014-12-21,7789
2014-12-22,9286
2014-12-23,12413
2014-12-24,6061
2014-12-25,3159
2014-12-26,8229
2014-12-27,8844
2014-12-28,7839
2014-12-29,9216
2014-12-30,10348
2014-12-31,5691
